name,url,cuisines,area,timing,full_address,phonenumber,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,knownfor,populardishes,peopleknownfor,averagecost,city,latitude,longitude,overall_rating,total_reviews,demand_score,restaurant_density,cost_index,cuisine_count,area_demand_score,area_avg_rating
Time Traveller - Sai Vishram,https://www.zomato.com/bangalore/time-traveller-sai-vishram-electronic-city-bangalore,"continental, north indian, south indian, chinese","Electronic City, Bangalore",Opens at 7pm,"Sai Vishram Business Hotel, 144 - C/1, Kirloskar Road, Bommasandra Industrial Estate, Hebbagodi, Electronic City, Bangalore",+919972412389,1,1,1,1,4.4,996,4.3,592,"Their vegetarian spread of Continental, Chinese & North Indian dishes.","Veg Buffet, Noodle, Salads, Deserts, Pastas, Sweets","Attentive Service, Quality of Food, Gastronomical Experience, Themed Decor, Decent Price, Parking Space",1400,Bangalore,,,4.35,1588,1009.0,144,2.7728982968090303,4,2521.7708333333335,3.872916666666667
Hyderabad Darbar,https://www.zomato.com/bangalore/hyderabad-darbar-electronic-city,"andhra, south indian, chinese","Electronic City, Bangalore",5am – 11:30pm (Today),"10, Shanthipura Road, Near HDFC Bank, Phase-2 Electronic City, Bangalore",+917899967474,1,1,1,0,3.6,110,3.9,4271,,,"Good Taste, Quantity, Price, Service, Ambience, Food",700,Bangalore,,,3.75,4381,2385.5,144,1.3864491484045152,3,2521.7708333333335,3.872916666666667
SFC Kabab Corner,https://www.zomato.com/bangalore/sfc-kabab-corner-bommasandra,"chinese, north indian, mughlai","Bommasandra, Bangalore",11am – 11pm (Today),"12, SNB Complex, Near SBI Bank, Bommasandra, Bangalore",+918027835067,1,1,1,0,3.7,42,3.8,506,,,,350,Bangalore,,,3.75,548,464.0,26,0.6932245742022576,3,841.6730769230769,3.819230769230769
The Hotel Nalanda,https://www.zomato.com/bangalore/the-hotel-nalanda-bommasandra-bangalore,"south indian, biryani, mughlai, chinese, north indian","Bommasandra, Bangalore",7:30am – 11pm (Today),"748/742, Hosur Road, RS Gardens, Bommasandra, Bangalore",+919886499301,1,1,1,0,3.0,14,3.5,1310,,,,600,Bangalore,,,3.25,1324,837.0,26,1.1883849843467271,5,841.6730769230769,3.819230769230769
Shoiab Family Restaurant,https://www.zomato.com/bangalore/shoiab-family-restaurant-electronic-city-bangalore,"north indian, south indian, chinese, rolls","Electronic City, Bangalore",7am – 6am (Today),"9, Street 306, Hulimangala Road, Near Sai Baba Temple, Electronic City, Bangalore",+919945391841,1,1,1,0,3.7,17,3.9,336,,,,800,Bangalore,,,3.8,353,371.5,144,1.584513312462303,4,2521.7708333333335,3.872916666666667
Bangaliana,https://www.zomato.com/bangalore/bangaliana-1-electronic-city,"bengali, seafood","Electronic City, Bangalore",11am – 11pm (Today),"Doddathogur Village, Opposite to Velankani Tech Park, Phase-1, Electronic City, Bangalore",+918050001285,1,1,1,0,2.7,69,4.1,2897,,,,600,Bangalore,,,3.4,2966,1688.0,144,1.1883849843467271,2,2521.7708333333335,3.872916666666667
MDP Coffee House,https://www.zomato.com/bangalore/mdp-coffee-house-electronic-city-bangalore,"south indian, beverages","Electronic City, Bangalore",7am – 10pm (Today),"Near Agarwal Bhawan, Amruthaya Nilaya, Ananth Nagar, Phase 2, Electronic City, Bangalore",+919739450500,1,1,1,1,3.8,4,3.9,3748,,"Hot Coffee, Filtered Coffee, Vada, Dosa","Hygiene, Quick Service, Courteous Staff, Ambiance, Packaging, Quality",200,Bangalore,,,3.8499999999999996,3752,2071.0,144,0.39612832811557575,2,2521.7708333333335,3.872916666666667
Reddy Restaurant,https://www.zomato.com/bangalore/reddy-restaurant-electronic-city-bangalore,south indian,"Electronic City, Bangalore",10am – 10pm (Today),"Khata 802, 1st Floor, Ruchita Complex, Chandapura, Atteibele Hobli, Anekal Taluk, Electronic City, Bangalore",+918197519834,1,1,1,0,3.1,6,3.8,131,,,,300,Bangalore,,,3.45,137,258.5,144,0.5941924921733636,1,2521.7708333333335,3.872916666666667
Baba Ganoush Cafe,https://www.zomato.com/bangalore/baba-ganoush-cafe-bommasandra-bangalore,"fast food, arabian, lebanese, beverages","Bommasandra, Bangalore",12:30pm – 11:30pm (Today),"Shop 3, Ground Floor, A Situated Hulimangala Village, Jigni Holi, Bommasandra, Bangalore",+919986762702,1,1,1,0,3.4,26,4.2,807,,,"Awesome Spot to Hangout, Best in Service, Very Affordable, Clean and Hygienic Place, Filling Food, Healthy and Delicious",500,Bangalore,,,3.8,833,626.5,26,0.9903208202889393,4,841.6730769230769,3.819230769230769
Pizzology Pizza,https://www.zomato.com/bangalore/pizzology-pizza-electronic-city-bangalore,"fast food, pasta, pizza, beverages","Electronic City, Bangalore","12midnight – 1am, 11am – 12midnight (Today)","17, Ground Floor, Tower, B Hulimangala Village, Jigani, Electronic City, Bangalore",+919606306123,1,1,1,0,4.0,112,3.4,1139,,"Margherita Thin Crust, Fresh Farm Pizza, Wood Fire Pizza, Veg Pizza, Pizzas, Garlic Bread","Fair Prices, Amazing Restaurant, Variety of Pizza, Filling Food, Perfect Presentation, Tamper Proof Packaging",550,Bangalore,,,3.7,1251,795.5,144,1.0893529023178332,4,2521.7708333333335,3.872916666666667
New Taaza Thindi,https://www.zomato.com/bangalore/new-taaza-thindi-electronic-city-bangalore,"south indian, north indian, chinese","Electronic City, Bangalore",7am – 11:30pm (Today),"Shop 123, Main Road, Neeladri Nagar, Doddathagur, Electronic City, Bangalore",+919008844747,1,1,1,0,3.4,37,4.0,2974,,,,250,Bangalore,,,3.7,3011,1705.5,144,0.49516041014446965,3,2521.7708333333335,3.872916666666667
Iyengars Oven Fresh,https://www.zomato.com/bangalore/iyengars-oven-fresh-electronic-city-bangalore,bakery,"Electronic City, Bangalore",8:30am – 12midnight (Today),"746/100-121, Ground Floor, Doddatoguru Village, Opposite Ajmeera Infinity, Electronic City, Bangalore",+918105042123,1,1,1,0,3.0,24,4.2,422,,,,300,Bangalore,,,3.6,446,433.0,144,0.5941924921733636,1,2521.7708333333335,3.872916666666667
Oregano,https://www.zomato.com/bangalore/oregano-bommasandra-bangalore,"pizza, italian, fast food, beverages","Bommasandra, Bangalore",11am – 1am (Today),"Shop 17, Ground Floor, Tower B, Hulimangala Village, Jigani, Bommasandra, Bangalore",+919606306123,1,1,1,0,3.4,5,3.7,395,,,"Served Quickly, Tamper Proof Packaging, Perfect Presentation, Best Food under Best Budget, Great Portions, Quality",500,Bangalore,,,3.55,400,385.0,26,0.9903208202889393,4,841.6730769230769,3.819230769230769
Hotel Swarajya,https://www.zomato.com/bangalore/hotel-swarajya-electronic-city-bangalore,"maharashtrian, north indian, chinese, beverages","Electronic City, Bangalore",7am – 12midnight (Today),"Huskru Gate, Hosur Main Road, Electronic City, Bangalore",+917499504150,1,1,1,0,3.9,11,3.8,951,,,,800,Bangalore,,,3.8499999999999996,962,671.0,144,1.584513312462303,4,2521.7708333333335,3.872916666666667
Chikmagalur Coffee Thindi Mane,https://www.zomato.com/bangalore/chikmagalur-coffee-thindi-mane-bommasandra-bangalore,"south indian, beverages","Bommasandra, Bangalore",4:19am – 10:30pm (Today),"258 & 259, GNR Complex, 1st Cross, Gowramma Layout, Anekal Main Road, Chandapura, Bommasandra, Bangalore",+919980680065,1,1,1,0,3.6,6,3.9,783,,,,150,Bangalore,,,3.75,789,589.5,26,0.2970962460866818,2,841.6730769230769,3.819230769230769
Foodies Express,https://www.zomato.com/bangalore/foodies-express-electronic-city,"chinese, north indian, arabian, biryani","Electronic City, Bangalore",11:30am – 11pm (Today),"4/1 Khata, 426/1, Ground Floor, New Khata 1026, Shantipura Road, Konappana Agrahara Electronic City, Bangalore",+919036436645,1,1,1,0,3.4,133,3.8,5864,,,,400,Bangalore,,,3.5999999999999996,5997,3188.5,144,0.7922566562311515,4,2521.7708333333335,3.872916666666667
Magic Bowl,https://www.zomato.com/bangalore/magic-bowl-electronic-city,"north indian, chinese, arabian, mughlai","Electronic City, Bangalore",Opens at 7pm,"127, Kiadb Layout, Phase 2, Electronic City, Bangalore",+919611196299,1,1,1,0,3.2,95,3.8,2411,,,,700,Bangalore,,,3.5,2506,1443.0,144,1.3864491484045152,4,2521.7708333333335,3.872916666666667
Hyderabadi Biryani Box,https://www.zomato.com/bangalore/hyderabadi-biryani-box-2-electronic-city-bangalore,"biryani, chinese, bbq, seafood","Electronic City, Bangalore",,"62, 1st Floor, Tech City Layout, Below ICICI Bank ATM Phase 1, Electronic City, Bangalore",+919647086645,1,1,1,0,3.3,14,3.9,281,,,"Good Wifi, Best Places, Elaborate Menu, Customizable Food, Fresh Food, Good Quality",400,Bangalore,,,3.5999999999999996,295,342.5,144,0.7922566562311515,4,2521.7708333333335,3.872916666666667
Hot Attack,https://www.zomato.com/bangalore/hot-attack-electronic-city,"north indian, chinese, biryani","Electronic City, Bangalore",11am – 11pm (Today),"Opposite Velankanni Gate, Phase 1, Electronic City, Bangalore",+919916981116,1,1,1,0,3.7,99,3.7,1516,,,,500,Bangalore,,,3.7,1615,992.5,144,0.9903208202889393,3,2521.7708333333335,3.872916666666667
Fire Station,https://www.zomato.com/bangalore/fire-station-electronic-city-bangalore,"finger food, north indian, continental, italian, chinese, beverages, desserts","Electronic City, Bangalore",12noon – 1am (Today),"154, Neeladri Main Road, Doddathoguru, Phase 1, Near Unlimited Store, Electronic City, Bangalore",+919148811100,1,0,1,0,4.3,3084,3.8,1667,,"Mughlai Paneer, Corn Cigars, Classic Martini, Kadhai Mushroom, Mushroom Ravioli, Peri Peri Wings","Freshly Prepared, Service by Staff, Highly Recommended, Happy Hour Menu, Nice Hangout, Delivery on Time",1400,Bangalore,,,4.05,4751,2565.5,144,2.7728982968090303,7,2521.7708333333335,3.872916666666667
Sri Maha Bengali Hotel,https://www.zomato.com/bangalore/sri-maha-bengali-hotel-bommasandra-bangalore,"bengali, rolls, chinese, biryani, north indian","Bommasandra, Bangalore",11:45am – 10:30pm (Today),"PS Complex, Near Priyadarshini Petrol Bunk, Bommasandra, Bangalore",+917026637822,1,1,1,0,3.4,6,3.6,488,,,,400,Bangalore,,,3.5,494,427.0,26,0.7922566562311515,5,841.6730769230769,3.819230769230769
Ruchi Sagar,https://www.zomato.com/bangalore/ruchi-sagar-electronic-city,"south indian, north indian, chinese, street food, ice cream, beverages","Electronic City, Bangalore",7am – 10pm (Today),"36/A1, Konappa Agrahara Village, Electronic City, Bangalore",+918028522164,1,1,1,0,3.9,259,3.9,8558,,,"Breakfast, Packing, Prices, Good Food, Service, Ambience",300,Bangalore,,,3.9,8817,4603.5,144,0.5941924921733636,6,2521.7708333333335,3.872916666666667
Sandwich Spot 'N' Juicy,https://www.zomato.com/bangalore/sandwich-spot-n-juicy-electronic-city-bangalore,"sandwich, fast food, chinese, juices, beverages, desserts","Electronic City, Bangalore",10am – 11pm (Today),"45, MR Complex, GM Narayana Reddy Layout, Phase 2, Electronic City, Bangalore",+917676527143,1,1,0,0,3.5,18,3.6,74,,,"Best in Service, Affordable Prices, Fresh Food, Good Quality, Experience",250,Bangalore,,,3.55,92,226.0,144,0.49516041014446965,6,2521.7708333333335,3.872916666666667
The Big Barbeque,https://www.zomato.com/bangalore/the-big-barbeque-electronic-city-bangalore,"north indian, mughlai, kebab, pasta, chinese","Electronic City, Bangalore",Opens at 6:30pm,"163, 2nd Floor, 1st Cross Road, Neeladri Nagar, Phase 1, Electronic City, Bangalore",+919821458233,1,1,1,0,4.5,6983,3.8,168,,"Paneer Grill, Cajun Spicy Potato, Curry Crab, Brownie Cake, Fish Roast, Mutton Keema Balls","Service is Good, Variety of Selection, Great Food and Great Service, Starters was Amazing, Live Grill, Yummy Desserts",1000,Bangalore,,,4.15,7151,3765.5,144,1.9806416405778786,5,2521.7708333333335,3.872916666666667
Shankars Kitchen,https://www.zomato.com/bangalore/shankars-kitchen-2-bommasandra-bangalore,"north indian, south indian, chinese, beverages, shake","Bommasandra, Bangalore",6:30am – 10:30pm (Today),"240/C, 3rd Phase, Hosur Road, Bommasandra Industrial Area, Anekal Taluk, Bommasandra, Bangalore",+919986277775,1,1,1,1,3.1,17,4.2,1476,,,"Comforting Atmosphere, Elaborate Menu, Good Quality, Staff, Ambience",800,Bangalore,,,3.6500000000000004,1493,956.5,26,1.584513312462303,5,841.6730769230769,3.819230769230769
McCafe by McDonald's,https://www.zomato.com/bangalore/mccafe-by-mcdonalds-bommanahalli-bangalore,"coffee, desserts, beverages","Bommanahalli, Bangalore",9am – 12midnight (Today),"322/100/122 & 321/100/121, Doddathogur Village, Begur Hobli, Bommanahalli, Bangalore",+918066000666,1,1,1,0,3.1,0,3.7,5,,,,500,Bangalore,,,3.4000000000000004,5,187.5,42,0.9903208202889393,3,1216.3214285714287,3.8595238095238096
Sitaar,https://www.zomato.com/bangalore/sitaar-bommasandra,"north indian, chinese, south indian, biryani, desserts, beverages, shake","Bommasandra, Bangalore",7am – 11pm (Today),"65, T S Arcade, Near Michelin Tyre Centre, Chandarpura, Bommasandra, Bangalore",+919535652288,1,1,1,0,3.5,94,3.7,2765,,,"Good Food, Ambiance, Quantity, Staff",800,Bangalore,,,3.6,2859,1614.5,26,1.584513312462303,7,841.6730769230769,3.819230769230769
RJ Kitchen,https://www.zomato.com/bangalore/rj-kitchen-electronic-city-bangalore,"biryani, chinese","Electronic City, Bangalore",12:02am – 12midnight (Today),"113, Gollahalli, Electronic City, Bangalore",+919008354572,1,1,1,0,3.6,10,3.1,269,,,"Delicious, Good Delivery, Tamper Proof Packaging, Perfect Presentation, Extensive Menu, Prices",300,Bangalore,,,3.35,279,294.5,144,0.5941924921733636,2,2521.7708333333335,3.872916666666667
New Punjabi Tadka,https://www.zomato.com/bangalore/new-punjabi-tadka-electronic-city-bangalore,"north indian, mughlai, chinese","Electronic City, Bangalore",10am – 11pm (Today),"129, KIDB Layout, Phase 2, Electronic City, Bangalore",+918884952160,1,1,1,0,3.5,19,4.0,237,,,"Tamper Proof Packaging, Presentation, Good Quality, Prices, Fresh Food, Good Service",550,Bangalore,,,3.75,256,328.0,144,1.0893529023178332,3,2521.7708333333335,3.872916666666667
Wow Manglore Multi Cuisine Restaurant,https://www.zomato.com/bangalore/wow-manglore-multi-cuisine-restaurant-bommasandra,"fast food, south indian, mangalorean, north indian","Bommasandra, Bangalore",11:30am – 10:30pm (Today),"Near D-Mart, Bommasandra, Bangalore",+918971414225,1,1,1,0,3.5,28,4.0,1105,,,,300,Bangalore,,,3.75,1133,766.5,26,0.5941924921733636,4,841.6730769230769,3.819230769230769
Pattikattan Biriyani,https://www.zomato.com/bangalore/pattikattan-biriyani-1-electronic-city-bangalore,"chettinad, south indian","Electronic City, Bangalore",7am – 11pm (Today),"35/1, Konappanaagrahara, Opposite Infosys Company, Hosur Main Road, Electronic City, Bangalore",+917022167885,1,1,1,0,4.1,218,4.2,6149,,,"Great Recommendations, Food Quantity, Location, Price, Menu, Quality",300,Bangalore,,,4.15,6367,3393.5,144,0.5941924921733636,2,2521.7708333333335,3.872916666666667
Hotel Hallimane,https://www.zomato.com/bangalore/hotel-hallimane-bommasandra-bangalore,"biryani, seafood, south indian","Bommasandra, Bangalore",11:30am – 10:30pm (Today),"Shop 3, Ramaiah Layout, Iggaluru Village, Chandapura Post, Bommasandra, Bangalore",+917277378888,1,1,1,0,3.8,5,3.9,108,,,,450,Bangalore,,,3.8499999999999996,113,251.5,26,0.8912887382600454,3,841.6730769230769,3.819230769230769
Seasons,https://www.zomato.com/bangalore/seasons-electronic-city,"north indian, south indian, chinese, seafood, kerala, arabian, desserts, beverages","Electronic City, Bangalore",12noon – 12midnight (Today),"Near BMTC Bus Stop, Electronic City, Bangalore",+917411598598,1,1,1,0,2.9,351,3.9,2284,,"Barbeque Chicken, Mutton Biriyani, Buffet, Starters, Biryani","Decent Place, Food Taste, Good Ambience, Food Quality, Ambiance, Good Food",1000,Bangalore,,,3.4,2635,1512.5,144,1.9806416405778786,8,2521.7708333333335,3.872916666666667
Vinaya Royal Inn,https://www.zomato.com/bangalore/vinaya-royal-inn-electronic-city,"north indian, chinese, shake, beverages","Electronic City, Bangalore",8am – 10pm (Today),"V 6, Industrial Estate, Hosur Main Road, Near Police Station, Electronic City, Bangalore",+917022281103,1,1,1,0,3.0,10,3.9,257,,,,800,Bangalore,,,3.45,267,328.5,144,1.584513312462303,4,2521.7708333333335,3.872916666666667
Amo La Pizza (Wood Fired),https://www.zomato.com/bangalore/amo-la-pizza-wood-fired-electronic-city-bangalore,"pizza, fast food, pasta","Electronic City, Bangalore",12:30pm – 10:30pm (Today),"32, Krishnappa Doddathogur, Electronic City, Bangalore",+918142400006,1,1,1,0,3.5,13,3.9,84,,,"Good Value, Prices, Quality, Taste",300,Bangalore,,,3.7,97,243.5,144,0.5941924921733636,3,2521.7708333333335,3.872916666666667
Hi-Tech Malabari Restaurant,https://www.zomato.com/bangalore/hi-tech-malabari-restaurant-electronic-city-bangalore,"kerala, south indian","Electronic City, Bangalore",11am – 11pm (Today),"34/2A, Keerthana Apartment, Basavanagar Main Road, Phase-2, Electronic City, Bangalore",+918089217372,1,1,1,0,3.4,7,3.7,339,,,,250,Bangalore,,,3.55,346,358.0,144,0.49516041014446965,2,2521.7708333333335,3.872916666666667
Pizza Republic,https://www.zomato.com/bangalore/pizza-republic-bommasandra-bangalore,"pizza, fast food","Bommasandra, Bangalore",11am – 12midnight (Today),"Shop 1, Hulimangala Main Road, Near Bharat Petrol Pump, Hobli, Bommasandra, Bangalore",+918637460070,1,1,1,0,3.9,247,3.4,5961,,,"Courteous Service, Reasonable Prices, Concept, Staff, Ambience, Food",550,Bangalore,,,3.65,6208,3274.0,26,1.0893529023178332,2,841.6730769230769,3.819230769230769
Lassi Paradise,https://www.zomato.com/bangalore/lassi-paradise-electronic-city-bangalore,"beverages, desserts, fast food, shake","Electronic City, Bangalore",24 Hours (Today),"Narayana Reddy Building, Abbaiah Reddy Layout, Doddathoguru Electronic City, Bangalore",+919739555255,1,1,1,0,3.7,50,3.8,4669,,,,200,Bangalore,,,3.75,4719,2549.5,144,0.39612832811557575,4,2521.7708333333335,3.872916666666667
Ruposhi Bangla,https://www.zomato.com/bangalore/ruposhi-bangla-electronic-city,"bengali, chinese, north indian, seafood","Electronic City, Bangalore","8:30am – 11am, 12noon – 10:30pm (Today)","Plot 56, Shop 3, Building Celebrity, Paradise Road, Electronic City, Bangalore",+919342636809,1,1,1,0,3.1,118,3.7,8870,,,,400,Bangalore,,,3.4000000000000004,8988,4679.0,144,0.7922566562311515,4,2521.7708333333335,3.872916666666667
Silver Dine By Shankar's Kitchen,https://www.zomato.com/bangalore/silver-dine-by-shankars-kitchen-bommasandra-bangalore,"seafood, north indian, biryani, chinese, shake","Bommasandra, Bangalore",11am – 11pm (Today),"240/C, 1st Floor, 3rd Phase, Hosur Road, Anekal Taluk, Bommasandra, Bangalore",+919986277775,1,1,1,0,3.4,9,4.1,964,,,"Fresh Food, Delicious Food, Good Service, Value for Money, Packaging",750,Bangalore,,,3.75,973,691.5,26,1.485481230433409,5,841.6730769230769,3.819230769230769
Today Coffee,https://www.zomato.com/bangalore/today-coffee-electronic-city-bangalore,south indian,"Electronic City, Bangalore",6am – 10pm (Today),"154, Near Infosys Gate 6, Konappana Agrahara, Electronic City, Bangalore",+919380824226,1,1,1,0,3.9,155,4.1,13000,,,"Economical, Good Portions, Breakfast, Value for Money, Good Taste, Price",100,Bangalore,,,4.0,13155,6782.5,144,0.19806416405778787,1,2521.7708333333335,3.872916666666667
Hot Spot Family Restaurant,https://www.zomato.com/bangalore/hot-spot-family-restaurant-electronic-city-bangalore,"north indian, chinese, shake","Electronic City, Bangalore",8am – 11pm (Today),"669, MMR Residency, Near Bescom Office, Sree Anantha Nagar Phase 1, Electronic City, Bangalore",+917406882299,1,1,1,0,2.6,8,4.0,785,,,,350,Bangalore,,,3.3,793,596.5,144,0.6932245742022576,3,2521.7708333333335,3.872916666666667
Hotel SLN,https://www.zomato.com/bangalore/hotel-sln-electronic-city-bangalore,"north indian, south indian, chinese","Electronic City, Bangalore",7am – 11pm (Today),"Near Velankane Gate, Phase 1, Electronic City, Bangalore",+919113663840,1,1,1,0,3.4,7,3.9,174,,,,400,Bangalore,,,3.65,181,285.5,144,0.7922566562311515,3,2521.7708333333335,3.872916666666667
BLR Brewing Co.,https://www.zomato.com/bangalore/blr-brewing-co-electronic-city-bangalore,"finger food, north indian, continental, mughlai, chinese, desserts, beverages","Electronic City, Bangalore",12:30pm – 1am (Today),"84/4, 4th Floor, Phase 1, Neeladri Road, Electronic City, Bangalore",+918047108277,1,1,1,0,4.4,1500,3.9,297,,"Peach Beer, Craft Beer, Churros, Butter Garlic Prawns, Chicken Ghee Roast, Sunday Brunch","Ambience was Extremely Good, Service are Excellent, Ambiance is Great, Amazing Food and Experience, Good and Nice to Enjoy, Ambiance and Music",1500,Bangalore,,,4.15,1797,1093.5,144,2.970962460866818,7,2521.7708333333335,3.872916666666667
Parampara - The Veg Kitchen,https://www.zomato.com/bangalore/parampara-the-veg-kitchen-electronic-city-bangalore,"north indian, chinese, street food, desserts","Electronic City, Bangalore",10am – 10:30pm (Today),"Shop 6, Wipro Technologies, Opposite Gate 12, Electronic City, Bangalore",+919886440776,1,1,1,1,2.9,191,3.8,3895,,,"Price, Good Place, Good Food, Menu, Service",350,Bangalore,,,3.3499999999999996,4086,2233.0,144,0.6932245742022576,4,2521.7708333333335,3.872916666666667
Foodies Family Restaurant,https://www.zomato.com/bangalore/foodies-family-restaurant-bommasandra,"north indian, chinese, mughlai, seafood, shake","Bommasandra, Bangalore",12noon – 3am (Today),"197 & 198, 1st Cross, Hosur Road, Vidhya Nagar, Bommasandra, Bangalore",+916364054993,1,1,1,0,3.4,24,3.7,1774,,,,500,Bangalore,,,3.55,1798,1084.0,26,0.9903208202889393,5,841.6730769230769,3.819230769230769
Scoopy Doo,https://www.zomato.com/bangalore/scoopy-doo-electronic-city-bangalore,"ice cream, desserts, shake, fast food, beverages","Electronic City, Bangalore",12noon – 12midnight (Today),"2335/185, Opposite Ajmera Avenue Sho.Com, Neeladri Nagar, 1st Phase, Electronic City, Bangalore",+919731592801,1,1,1,0,4.0,69,4.0,634,,,"Clean and Hygienic Place, Good Wifi, Customizable Food, Elaborate Menu, Fresh Food, Great Place",300,Bangalore,,,4.0,703,551.5,144,0.5941924921733636,5,2521.7708333333335,3.872916666666667
Hello Biriyani & Curries,https://www.zomato.com/bangalore/hello-biriyani-curries-electronic-city-bangalore,"biryani, chinese, south indian, andhra","Electronic City, Bangalore",Opens at 7:30pm,"51/17, Godrej City Apartment, Doddathogur, Main Road, Opposite Passion Elite-2, Electronic City, Bangalore",+919108698024,1,1,1,0,3.3,14,4.1,85,,,,500,Bangalore,,,3.6999999999999997,99,254.49999999999997,144,0.9903208202889393,4,2521.7708333333335,3.872916666666667
4Foodiez,https://www.zomato.com/bangalore/4foodiez-electronic-city,"south indian, north indian, chinese","Electronic City, Bangalore",7am – 10pm (Today),"11, Smondoville Neotown Road, Phase-1, Electronic City, Bangalore",+918049563114,1,1,1,1,3.7,78,3.7,5303,,,"Customizations Available, Lip Smacking Food, Good Portions, Prompt Service, Good Food, Value for Money",300,Bangalore,,,3.7,5381,2875.5,144,0.5941924921733636,3,2521.7708333333335,3.872916666666667
Sankalp Reddy Restaurant,https://www.zomato.com/bangalore/sankalp-reddy-restaurant-electronic-city-bangalore,"south indian, andhra, biryani","Electronic City, Bangalore",11:30am – 3:30am (Today),"Near Icon School, Doddathoguru, Phase 1, Electronic City, Bangalore",+918496921039,1,1,1,0,3.7,104,3.7,5184,,,"Amazing Food, Packing, Quantity, Price",300,Bangalore,,,3.7,5288,2829.0,144,0.5941924921733636,3,2521.7708333333335,3.872916666666667
Lassi Parlour,https://www.zomato.com/bangalore/lassi-parlour-electronic-city-bangalore,"beverages, ice cream, fast food, shake, sandwich","Electronic City, Bangalore",7am – 4am (Today),"Shop 1, 232, 233, 2nd Cross, Neeladri Main Road, Neeladri Nagar, Electronic City, Bangalore",+919731344758,1,1,0,0,3.6,9,4.1,1095,,,"Customizable Food, Student Crowd, Wonderful Presentation, Elaborate Menu, Good Music, Young Crowd",150,Bangalore,,,3.8499999999999996,1104,757.0,144,0.2970962460866818,5,2521.7708333333335,3.872916666666667
Nisarga Gokula Veg Restaurant,https://www.zomato.com/bangalore/nisarga-gokula-veg-restaurant-electronic-city-bangalore,south indian,"Electronic City, Bangalore",6am – 11:30pm (Today),"127/7, Phase 2, KIADB Layout, Konappa Agrahara, Electronic City, Bangalore",+918884404464,1,1,1,1,3.3,4,4.2,549,,,,200,Bangalore,,,3.75,553,486.5,144,0.39612832811557575,1,2521.7708333333335,3.872916666666667
Walleve,https://www.zomato.com/bangalore/walleve-3-electronic-city-bangalore,"bakery, desserts, fast food","Electronic City, Bangalore",10am – 12midnight (Today),"Opposite Velankani Tech Park, Falcon Building, Velankani Drive, Gate 2, Electronic City, Bangalore",+919970247365,1,1,1,0,3.8,23,4.1,124,,,"Humble Staff, Comforting Atmosphere, Wonderful Presentation, Fresh Food, Good Quality",400,Bangalore,,,3.9499999999999997,147,278.5,144,0.7922566562311515,3,2521.7708333333335,3.872916666666667
Shakes And Bites,https://www.zomato.com/bangalore/shakes-and-bites-electronic-city-bangalore,"fast food, desserts, beverages, shake","Electronic City, Bangalore",24 Hours (Today),"Celebrity Road, Doddathoguru, Electronic City, Bangalore",+919738231161,1,1,1,0,2.9,7,3.9,1079,,,,300,Bangalore,,,3.4,1086,738.0,144,0.5941924921733636,4,2521.7708333333335,3.872916666666667
Om Sweets & Namkeens,https://www.zomato.com/bangalore/om-sweets-namkeens-bommasandra-bangalore,"mithai, street food, north indian, beverages","Electronic City, Bangalore",8am – 10pm (Today),"Velankini Gate, Konappana Agrahara, Doddathoguru, Maha Yogi Vemana Road, Electronic City, Bangalore",+918971139373,1,1,1,1,3.7,22,3.5,309,,,,200,Bangalore,,,3.6,331,340.5,144,0.39612832811557575,4,2521.7708333333335,3.872916666666667
Desi Chaat Bazzaar,https://www.zomato.com/bangalore/desi-chaat-bazzaar-electronic-city-bangalore,"street food, beverages","Electronic City, Bangalore",,"11, 12, Survey 47/11, Skywards Tech Park, Doddathuguru Village, Begur Hobli, Electronic City, Bangalore",+918792277228,1,1,0,0,3.9,15,4.0,22,,,"Great Place for Family, Best in Service, Nice Concept, Fresh Food, Good Quality, Taste",250,Bangalore,,,3.95,37,218.5,144,0.49516041014446965,2,2521.7708333333335,3.872916666666667
Lassi Resto Cafe,https://www.zomato.com/bangalore/lassi-resto-cafe-electronic-city,"beverages, shake, ice cream","Electronic City, Bangalore",24 Hours (Today),"Velankani Drive, Doddathogur Main Road, Phase 1, Electronic City, Bangalore",+919844740915,1,1,1,0,3.6,69,3.7,6456,,,"Awesome Place, Good Service, Price, Food",200,Bangalore,,,3.6500000000000004,6525,3447.5,144,0.39612832811557575,3,2521.7708333333335,3.872916666666667
Naati Mane,https://www.zomato.com/bangalore/naati-mane-electronic-city-bangalore,"south indian, fast food","Electronic City, Bangalore",8am – 4am (Today),"47/11 By The Way Food Court., Velankani Main Road, Doddatogur, Electronic City, Bangalore",+917090901901,1,1,1,0,3.6,38,4.0,1656,,,"Customizable Food, Fresh Food, Good Quality, Price, Taste",250,Bangalore,,,3.8,1694,1047.0,144,0.49516041014446965,2,2521.7708333333335,3.872916666666667
