name,cuisines,area,timing,full_address,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,knownfor,populardishes,peopleknownfor,averagecost
Kanti Sweets,"mithai, street food, desserts","Banashankari, Bangalore",9:30am – 10pm (Today),"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",1,1,1,0,3.8,84,4.4,3417,,,,400
Dindigul Thalappakatti,"biryani, north indian, south indian, chinese, beverages","Uttarahalli, Bangalore",11am – 11pm (Today),"36 and 37, Uttarahalli Main Road, Uttarahalli, Bangalore",1,1,1,0,3.1,30,3.7,1490,,,"Awesome Spot to Hangout, Fresh Food with Good Quality, Hygiene, Menu, Food",400
Thalassery Restaurant,"kerala, north indian, chinese, kebab, desserts, ice cream, beverages, shake","Banashankari, Bangalore",Opens at 7pm,"217, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",1,1,1,0,3.3,18,3.4,1093,,,"Fantastic Decoration, Sanitised Service, Nice Concept, Clean and Hygienic Place, Great Veg Options, Healthy and Delicious",700
Polar Bear,"ice cream, beverages, shake","Banashankari, Bangalore",11am – 11pm (Today),"3967, VHBC Society, Girinagar 4th Phase, Hosekerehalli Main Road, Near Vinayaka Hospital, 3rd Stage, Banashankari, Bangalore",1,1,1,1,3.7,90,4.4,3955,,,,350
Anand Sweets And Savouries,"mithai, street food, desserts, beverages","Banashankari, Bangalore",10am – 10:30pm (Today),"70, 21st Main, BDA Complex, 2nd Stage, Banashankari, Bangalore",1,1,1,0,3.7,73,4.4,1860,,,,300
Subway,"healthy food, fast food, sandwich, salad, beverages, wraps","Banashankari, Bangalore",9:30am – 10:45pm (Today),"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",1,1,1,0,3.4,162,4.0,4085,,,,400
Amma's Pastries,bakery,"Banashankari, Bangalore",7:30am – 10pm (Today),"57/18, 12th Main, Opposite PES College, Banashankari, Bangalore",1,1,1,0,3.7,92,3.8,317,,,,400
Imperial Restaurant,"mughlai, north indian, biryani, chinese, seafood, ice cream, desserts, beverages","Mysore Road, Bangalore",10am – 1am (Today),"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",1,1,1,0,4.0,316,4.0,9330,,"Spicy Chilli Chicken, Grill Chicken, Ghee Rice, Biryani","Comfortable Seating Area, Tandoori, Flavour, Good Taste, Good Service, Quality",700
Meat And Eat,"burger, fast food, desserts, beverages, bbq, sandwich, finger food","Banashankari, Bangalore",11am – 11pm (Today),"21/22, T Block, Girinagar, 24th Main 50 Feet Road, Banashankari, Bangalore",1,1,1,0,3.2,24,2.9,167,,,,400
Hari Super Sandwich,"fast food, sandwich, street food","Banashankari, Bangalore",11am – 9:30pm (Today),"594, 24 The Cross BSK, Opposite Oriental Bank, Banashankari, Bangalore",1,1,0,0,3.8,0,4.0,1348,,,,200
California Burrito,"mexican, fast food, beverages, desserts","Basavanagudi, Bangalore",11am – 1am (Today),"97, Surya Gandhi Market Main Road, Gandhi Market, Basavanagudi, Bangalore",1,1,1,0,3.7,2,4.3,90,,,,500
Gowdru Hotel,"biryani, south indian, north indian","Vijay Nagar, Bangalore",7am – 11pm (Today),"63, 1st Main, B.B.M.P West, Marenahalli, Vijay Nagar, Bangalore",1,1,1,0,4.0,385,3.8,34500,,,"Good Delivery, Low Price, Fast Delivery, Good Taste, Good Quantity, Nice Food",250
Big Bite,"chinese, fast food, beverages, juices, shake","Vijay Nagar, Bangalore",11am – 11pm (Today),"1714, 17th Cross, 21st Main, Maruthi Mandir, Vijay Nagar, Bangalore",1,1,1,0,4.1,603,4.2,14500,,"Lychee Ice Cream, Tawa Pulav, Sev Puri, Pav Bhaji, Milkshakes, Juices","Inexpensive, Nice Crowd, Great Recommendations, Excellent Taste, Nice Taste, Reasonable Prices",300
Goli Vada Pav No. 1,"street food, fast food, burger, ice cream, desserts","Kumaraswamy Layout, Bangalore",10am – 10pm (Today),"1625, Near Syndicate Bank, 50 Feet Road, Kumaraswamy Layout, Bangalore",1,1,0,1,3.1,0,4.3,3694,,,,350
Brahmins' Thatte Idli,south indian,"Vijay Nagar, Bangalore",7am – 8:30pm (Today),"1212, Opposite Bus Stand, Chandra Layout, 80 Feet Road, Vijay Nagar, Bangalore",1,1,1,0,3.4,2,4.1,4677,,,,150
Sai Prasadam,"north indian, south indian, street food, chinese","Vijay Nagar, Bangalore",7am – 10:30pm (Today),"5th Main, RPC Layout, Vijay Nagar, Bangalore",1,1,1,1,3.4,113,4.2,2979,,,,400
Baskin Robbins,"ice cream, desserts, beverages","Basavanagudi, Bangalore",12noon – 12:30am (Today),"74, Shankar Market, Near Vanivillas Road, Basavanagudi, Bangalore",1,1,1,1,3.4,42,4.1,226,,,,400
Chai Point,"tea, street food, fast food, beverages","Banashankari, Bangalore",6am – 12midnight (Today),"590, 14th Main Road, 24th Cross, 2nd Stage, Banashankari, Bangalore",1,1,1,0,3.7,5,4.1,3412,,,"Packaging, Crowd, Good Quality, Price, Service",400
Royal Indraprastha,"south indian, north indian, chinese, street food, beverages, ice cream, desserts","Rajarajeshwari Nagar, Bangalore",6am – 10:30pm (Today),"202, BEML Layout, 4th Stage, Opposite Cariappa Park, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.2,106,4.1,9229,,,"Variety of Veg Options, Cleanliness, Seating Area, Good Taste",500
Raj Biryani,"biryani, fast food","Basaveshwara Nagar, Bangalore",24 Hours (Today),"35/1, 4th Stage 4th Block, Siddayya Puranik Road, Basaveshwara Nagar, Bangalore",1,1,1,0,3.0,21,3.4,1577,,,,250
Rolls On Wheels,"rolls, chinese, north indian","Basavanagudi, Bangalore",10:30am – 10pm (Today),"8, 3rd Main, Mount Joy Road, Hanumanth Nagar, Bengaluru, B.B.M.P South, Basavanagudi, Bangalore",1,1,1,0,3.1,119,4.2,2083,,,"Economical, Price, Experience, Service",300
Chaayos Chai+Snacks=Relax,beverages,"Banashankari, Bangalore",8am – 12midnight (Today),"270, 100 Feet Ring Road, Banashankari, Bangalore",1,0,1,0,3.7,19,4.3,925,,,"Food Presentation, Extensive Menu, Worth the Money, Timely Service, Delicious Food, Great Portions",350
Hotel Karavali Food Point,"mangalorean, south indian, north indian, chinese","Vijay Nagar, Bangalore","11:30am – 4:30pm, 6:30pm – 11:30pm (Today)","903, 5 Main Road, Vijay Nagar, Bangalore",1,1,1,0,3.7,188,3.8,18500,,,"Good Taste, Price, Good Food, Experience, Good Quality",550
Ibaco,desserts,"Banashankari, Bangalore",11am – 9pm (Today),"Shop 146, 50 Feet Road, 3rd Stage, 1st Block, Opposite Kathriguppe Water Tank, Banashankari, Bangalore",1,0,1,1,3.4,51,4.2,448,natural flavored ice creams,,,250
Udupi Ruchi Grand,"south indian, north indian, chinese, beverages, street food, desserts, fast food","Banashankari, Bangalore",7am – 9:30pm (Today),"778, BSK Ring Road, 2nd Stage, 7th Block, Srinivasanagar, Banashankari, Bangalore",1,1,1,0,3.9,195,3.9,18000,,,"Pocket Friendly, Worth the Money, Good Food, Quality, Ambience, Service",500
Ande Ka Funda,"north indian, rolls, chinese","Banashankari, Bangalore",12noon – 10:30pm (Today),"9/1, Near BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",1,1,1,0,3.6,86,3.9,7455,,,,200
Kaapi Katte,south indian,"Rajarajeshwari Nagar, Bangalore",7am – 9pm (Today),"1160, 3rd Stage, BEML Layout, Rajarajeshwari Nagar, Bangalore",1,1,1,0,2.8,4,4.2,2494,,,,200
Phoenix Pizza,"pizza, fast food","Nagarbhavi, Bangalore",10am – 3am (Today),"Shop 2, 3/B, Jnanabharathi Main Road, Nagarbhavi, Bangalore",1,1,1,0,3.1,38,3.9,517,,,"Food Packaging, Amazing Taste, Delicious Taste, Affordable Price, Wonderful Presentation, Extensive Menu",400
1947,"north indian, chinese, desserts, beverages","Banashankari, Bangalore",Opens at 7pm,"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore",1,1,1,0,4.1,869,3.7,764,Authentic North Indian food.,"Butter Kulcha, Masala Papad, Buffet, Naan, Roti, Soup","Family Restaurant, Relaxed Atmosphere, Family Place, Cleanliness, Good Value, Theme",700
Indian Chicken Biriyani,"biryani, south indian","Vijay Nagar, Bangalore",11am – 10pm (Today),"80, 22nd Cross, Vijay Nagar, Bangalore",1,1,1,0,3.9,4,4.4,386,,,,250
Hotel N.G.T Non-Veg,"south indian, mangalorean, biryani","Rajarajeshwari Nagar, Bangalore",11am – 11pm (Today),"88/A, Halage Vaderahalli, 5th Stage, BEML Layout, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.5,37,4.2,1403,,,"Young Crowd, Elaborate Menu, Fresh Food, Good Quality, Packaging",400
Koli Hut & Five Star Chicken,"fast food, kebab, chettinad","Vijay Nagar, Bangalore",11am – 10:30pm (Today),"336/1B, 14th Main Road, 8th Cross, RPC Layout, Vijay Nagar, Bangalore",1,1,1,0,3.4,6,3.6,84,,,"Clean and Hygienic Place, Delicious Taste, Fresh Food, Good Quality",300
Rangastaalamm,"north indian, chinese, andhra, biryani, desserts, beverages","Rajarajeshwari Nagar, Bangalore",Opens at 7pm,"458, Ideal Homes Layout, Kenchenhalli, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.5,50,4.1,477,,,"Authentic, Comforting Atmosphere, Clean and Hygienic Place, Served Quickly, Nice Concept, Delicious Taste",700
Nisarga,"andhra, north indian, chinese, chettinad, seafood","Vijay Nagar, Bangalore",Opens at 7pm,"111, Club Road, 1st Main, Hampi Nagar, RPC Layout, Vijay Nagar, Bangalore",1,1,1,0,3.5,197,4.1,2279,,,,800
Chaatimes,"street food, fast food","Basavanagudi, Bangalore","8am – 11:30am, 12noon – 10pm (Today)","39, 3rd Main, 4th Cross, Hanumanth Nagar, Near Basavanagudi, Bangalore",1,1,1,0,3.9,199,4.0,15400,,,"Packing of the Food, Hygiene, Tasty, Good Taste, Quality, Menu",200
South Ruchis,"north indian, south indian, chinese, beverages, fast food, desserts, shake","Vijay Nagar, Bangalore",7am – 10pm (Today),"39, Jai Munirao Circle, Agrahara Nasarahalli, Vijay Nagar, Bangalore",1,1,1,0,3.9,301,4.1,16700,,,"Breakfast, Good Taste, Tasty, Good Service, Good Food, Ambiance",800
Apsara Ice Creams,"ice cream, desserts","Banashankari, Bangalore",12noon – 12midnight (Today),"609, Ground Floor, 80 Feet Attimabbe Road, Kathriguppe, Banashankari, Bangalore",1,1,1,0,3.5,12,4.3,354,,,,400
Stop 'N' Joy,"burger, sandwich, fast food, beverages, shake, juices","Banashankari, Bangalore",11am – 9:30pm (Today),"30, Near PES University, 7th Cross, Dwaraka Nagar, Banashankari, Bangalore",1,1,1,0,3.4,53,4.1,2529,,,,200
Mandara Grand,"north indian, south indian, chinese","Rajarajeshwari Nagar, Bangalore",7am – 10:30pm (Today),"357, 3rd Stage, BEML Layout, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.6,61,4.2,1133,,,,300
Sri Venkateshwara Sweet Meat Stall,"mithai, street food, fast food, north indian","Basavanagudi, Bangalore",8am – 10pm (Today),"115/116, Gandhi Bazar Main Road, Basavanagudi, Bangalore",1,1,1,1,3.9,147,4.5,169,,"Mysore Pak, Sweets, Parathas, Snacks","Sweetshop+Restaurant, Hygiene, Good Place, Quality, Price, Staff",400
Brahmi Aahar,"south indian, chinese, biryani","Rajarajeshwari Nagar, Bangalore",6:45am – 10pm (Today),"25, DM Chambers, BEMI Layout, 3rd Stage, Nehru Road, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.9,13,4.1,2560,,,,400
Shanghai Court,"chinese, thai, desserts, beverages","Rajarajeshwari Nagar, Bangalore","12:30pm – 4pm, 6pm – 11pm (Today)","Shop 1, 1687, First Floor, SPR Nisagra Serinity, 1st Main, 6th Cross, 5th Stage, BEML Layout, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.9,62,4.0,598,,,"Comforting Atmosphere, Fantastic Decoration, Clean and Hygienic Place, Weekend Brunch, Family Crowd, Customizable Food",400
Desi Indian Pizza,"pizza, fast food","Rajarajeshwari Nagar, Bangalore",11am – 12midnight (Today),"251, Basement, GR Plaza, Near Halagevaderhalli, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.4,6,3.9,847,,"Classic Veg Pizza, Paneer Roll, Cheese Pizza, Pizzas, Fries","Best Quality, Tamper Proof Packaging, Contactless Delivery, Wonderful Presentation, Affordable Prices, Worth the Money",700
Egg Point,street food,"Vijay Nagar, Bangalore",1pm – 9pm (Today),"3431/K, 7th Main Road, Subbanna Garden, Vijay Nagar, Bangalore",1,1,0,0,3.3,4,4.2,493,,,,100
Hotel Prakruthi,"south indian, biryani","Vijay Nagar, Bangalore","7am – 4pm, 6:30pm – 10pm (Today)","717/60, 6 Main Road, 5 Cross, Near BSVP Collage, Vijay Nagar, Bangalore",1,1,1,0,3.8,93,4.1,1879,,,,350
Lassi Corner,"beverages, desserts, fast food, ice cream, shake","Vijay Nagar, Bangalore",10:30am – 11pm (Today),"Shop 1, Ground Floor, Nandeesh Complex, Site 3, B Krishnappa Private Layout, Vijay Nagar, Bangalore",1,1,0,0,3.6,0,3.7,319,,,,250
Cns Pastries,"bakery, desserts","Uttarahalli, Bangalore",8am – 12midnight (Today),"49, Ground Floor, Channasandra, Kengeri Main Road, Uttarahalli, Bangalore",1,1,1,0,4.0,113,4.2,3701,,,,400
Nammoora Thindi,"south indian, coffee, tea, beverages","Nagarbhavi, Bangalore","7am – 3:30pm, 4:30pm – 10pm (Today)","94, N.G.E.F Layout, 2nd Stage, 80 Feet Road, Nagarbhavi, Bangalore",1,1,1,0,4.1,326,4.1,3161,,"Medu Dosa, Healthy Breakfast, Kesari Bath, Masala Dosa, Filter Coffee, Idli","Breakfast, Hygiene, Packaging, Nice Place, Menu, Ambiance",250
Anagha Grand Veg,"south indian, chinese, street food, north indian, fast food, desserts, beverages","Uttarahalli, Bangalore",7am – 10:30pm (Today),"1353, 29th Main, Uttarahalli Main Road, Poornapragna Nagar, Uttarahalli, Bangalore",1,1,1,1,3.5,8,4.0,450,,,,400
Happy Chopsticks,"chinese, fast food, beverages","Rajarajeshwari Nagar, Bangalore","11am – 3:30pm, 5:30pm – 10:30pm (Today)","886, Near Channasandra Bus Stop, Dwaraka Nagar, Rajarajeshwari Nagar, Bangalore",1,1,0,0,4.0,219,4.2,3953,,"Chinese Bhel, Honey Chilli Potatoes, Spring Rolls, Crispy Corn, Noodles, Sauce","Inexpensive, Pocket Friendly, Prompt Service, Polite Staff, Good Quantity, Combo",300
Sree Fish Land @ 2511,"north indian, chinese, mangalorean, seafood","Rajarajeshwari Nagar, Bangalore",11:30am – 10:30pm (Today),"38, Vishnuvardhan Road, Uttarahalli, Channasandra, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.5,16,4.3,956,,,,600
New Prashanth Hotel,andhra,"Banashankari, Bangalore",Opens at 7pm,"241, 7th Cross, 6th Block, BSK 3rd Stage, Banashankari, Bangalore",1,1,1,0,4.0,274,4.1,5288,,,"Good for Large Groups, Food Quantity, Packed on Weekends, Good Value, Portion Size, Best Food under Best Budget",400
Sri Ayodhya Veg,"chinese, north indian","Vijay Nagar, Bangalore",7am – 10:30pm (Today),"1700, 17th Cross Road, Govindaraja Nagar Ward, PF Layout, Vijay Nagar, Bangalore",1,1,1,1,3.9,159,3.8,9127,,,"Packing, Tasty Food, Good Food, Service",300
Gowdara Mudde Mane,"south indian, north indian, biryani, beverages","Kanakapura Road, Bangalore","9am – 4pm, 6:30pm – 9:30pm (Today)","24, 1st Main, 1st Cross, Manjunath Nagar, Raghuvanahalli, Kanakapura Road, Bangalore",1,1,1,0,4.0,161,3.9,256,,,"Owner, Prices, Experience, Value for Money, Food",450
Bansuri Sweets,"north indian, mithai, street food, sandwich, chinese","Vijay Nagar, Bangalore",9am – 11pm (Today),"Shop 1, Ground Floor, Nandeesh Complex, Site 3, B Krishnappa Private Layout, Vijay Nagar, Bangalore",1,1,1,0,2.9,53,3.6,577,,,,200
1522 - The Pub,"bar food, salad, mughlai, north indian, chinese, continental, south indian, beverages","Rajarajeshwari Nagar, Bangalore",11am – 12:30am (Today),"466/B, 4th Floor, 15th Cross, Ideal Homes Township, 80 Feet Road, Rajarajeshwari Nagar, Bangalore",1,1,1,0,4.1,254,4.2,353,,,"Fantastic Decoration, Clean and Hygienic Place, Served Quickly, Best Service, Ambience was Super Cool, Healthy and Delicious",1500
Matru Sagar,"south indian, north indian, street food, fast food, chinese, desserts, beverages, shake","Mysore Road, Bangalore",8am – 10:30pm (Today),"339/3, Sri Balaji Complex, Near Bus Stand, Kuvempu Nagar, Mysore Road, Bangalore",1,1,1,0,3.2,46,4.0,1149,,,,600
RR Vatika,"north indian, chinese, fast food, street food, sandwich, beverages","Rajarajeshwari Nagar, Bangalore",Opens tomorrow at 10am,"285, Remco Bhel Layout, Ideal Homes Township, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.0,116,3.8,1582,,,"Service is Great, Environment, Elaborate Menu, Customizable Food, Student Crowd, Young Crowd",800
Devanna Dum Biryani Corner,"south indian, biryani","Banashankari, Bangalore",11am – 11pm (Today),"14th Main Road, Near PESIT College, Banashankari, Bangalore",1,1,1,0,3.9,119,4.1,7165,,,,350
Eat Repeat,south indian,"Basavanagudi, Bangalore",Opens on Monday at 8am,"13, 4th Cross Road, NR Colony, Basavanagudi, Bangalore",1,1,1,0,4.0,152,4.3,1207,,,"Casual Seating Area, Low Price, Prompt Service, Best Place, Staff, Quality",150
Cool Junction,"shake, beverages, ice cream, street food, sandwich","Nagarbhavi, Bangalore",8am – 10pm (Today),"626, Havanur Complex, 4th Stage, 80 Feet Road, Nagarbhavi, Bangalore",1,1,1,0,3.2,61,4.3,2911,,,,350
Nammane Upachar,"south indian, north indian, chinese, shake","Nagarbhavi, Bangalore",7am – 10:30pm (Today),"6, 80 Feet Road, Nagarbhavi, Bangalore",1,1,1,0,3.1,53,3.7,203,,,,600
Punjabi Masala,"north indian, chinese, rajasthani, desserts, beverages","Rajarajeshwari Nagar, Bangalore",11am – 10:30pm (Today),"892-A, Dwaraka Nagar, Near Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.7,120,3.8,2286,,,"Spill Proof Packaging, Good Taste, Great Portions, Prices, Good Food, Staff",500
Snack Bar,"street food, sandwich, chinese, fast food, rolls, ice cream, desserts, beverages","Vijay Nagar, Bangalore",11am – 10pm (Today),"3431, Subbanna Garden, 7th Main Road, Vijay Nagar, Bangalore",1,1,0,0,3.7,42,3.6,889,,,"Worth the Price, Very Affordable, Tasty Appetizers, Great Veg Options, Spill Proof Packaging, Delicious Taste",350
New Prashanth Hotel,"south indian, chinese, north indian","Nagarbhavi, Bangalore","12:30pm – 4pm, 6:30pm – 10:55pm (Today)","618, BDA 2nd Stage, Vinayaka Layout, 80 Feet Road, Nagarbhavi, Bangalore",1,1,1,0,3.1,29,4.1,1092,,,,700
Food Park,"chinese, north indian, seafood, south indian, beverages","Rajarajeshwari Nagar, Bangalore",12noon – 11pm (Today),"Double Road, Near Essar Petrol Bunk, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.1,68,4.2,697,,,,500
Paradise Premium,"biryani, street food, beverages, north indian, chinese, shake","Banashankari, Bangalore","12:30pm – 4pm, 6:30pm – 11pm (Today)","224/Y, 7th Block, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",1,1,1,0,3.1,78,4.0,2398,,,,650
Hari Super Sandwich,"fast food, street food, sandwich","Vijay Nagar, Bangalore",11am – 10pm (Today),"1, 2nd Block, KPA Block, Halli, Chandra Layout, Dwaraka Nagar, Near Vijay Nagar, Bangalore",1,1,1,0,2.9,28,3.9,2345,,,,250
Ambrosia,"italian, mexican, continental, desserts, beverages, asian, mediterranean, juices","Rajarajeshwari Nagar, Bangalore",11am – 11pm (Today),"15/3 A, Noojibail Nursery Compound, Gannakallu Village, Rajarajeshwari Nagar, Bangalore",1,1,1,0,4.4,1028,4.0,891,,"Bbq Pizza, Risotto, Mushroom Soup, Tiramisu, Crispy Corn, Wine","Outside Seating, Flowers, Themed Decor, Serving Size, Best Ambience, Family Place",1000
Sorbetto,"desserts, ice cream, beverages, , shake","Vijay Nagar, Bangalore",11am – 11:30pm (Today),"22/1, Ground Floor, Attiguppe, Chandra Layout, Main Road, Vijay Nagar, Bangalore",1,1,1,0,3.8,33,4.4,588,,,"Great Place for Family, Best in Service, Flavour, Great Portions, Menu, Quantity",300
Grill House,"north indian, chinese, andhra","Rajarajeshwari Nagar, Bangalore",11am – 11pm (Today),"294 A, Ideal Homes Township, 12th Cross, 17th Main, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.2,9,3.9,1532,,,,350
Kolkata Famous Kati Rolls,rolls,"Nagarbhavi, Bangalore",11am – 11pm (Today),"NGEF Layout, 2 Stage, 80 Feet Main Road, Nagarbhavi, Bangalore",1,1,1,0,3.0,15,4.3,1215,,,,200
Kolkata Famous Khati Rolls,rolls,"Banashankari, Bangalore",9am – 11pm (Today),"31, 5th Cross, Dwarakanagar, BSK 3rd Stage, 100 Feet Ring Road, Banashankari, Bangalore",1,1,1,0,3.5,27,3.8,743,,,,250
Ice Fort,"ice cream, desserts, beverages, shake, sandwich","Vijay Nagar, Bangalore",10:30am – 10:30pm (Today),"1282/36/1, 10th Main, Vijay Nagar, Bangalore",1,1,1,0,3.9,60,4.5,228,,,"Customizable Food, Young Crowd, Elaborate Menu, Fresh Food, Good Quality",300
Ruchi Food Junction,"chinese, street food, north indian, fast food, desserts, beverages","Uttarahalli, Bangalore",12:01pm – 10pm (Today),"Shop 05, Charan Complex, Opposite Water Tank, Uttarahalli, Bangalore",1,1,1,0,3.4,12,3.8,358,,,"Customizable Dishes, Timely Service, Good Quality, Food",150
LV Lunch Home,south indian,"Vijay Nagar, Bangalore",Opens at 7pm,"11/1, 2nd Cross, 21st Main, Govindaraja Nagar Ward, PF Layout, Vijay Nagar, Bangalore",1,1,1,1,3.7,47,4.2,1697,,,,200
Mandya Sln Donne Biryani,biryani,"Vijay Nagar, Bangalore",8:30am – 11:55pm (Today),"117, 10th Main Venkatappa Layout, Hosakerehalli Kerekodi Bus Stop, Vijay Nagar, Bangalore",1,1,1,0,3.7,12,3.8,96,,,,200
Grand Desi Paratha,"north indian, fast food, chinese, desserts, beverages, shake","Rajarajeshwari Nagar, Bangalore",7am – 11pm (Today),"1222, 5th Stage, BEML Layout, Kempegowda Road, Sachidananda Nagar, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.9,86,3.8,380,,,"Hospitality is just Amazing, Different Ambience, Customizable Dishes, Variety of Pizza, Outdoor Seating, Good Wifi",400
Istta Cafe,"street food, fast food, sandwich, ice cream, desserts, beverages","Rajarajeshwari Nagar, Bangalore",10am – 10:30pm (Today),"12, 12 Cross Road, Near Veturi Polyclinic & Diagnostic Centre, Rajarajeshwari Nagar, Bangalore",1,1,1,1,3.8,8,3.7,201,,,"Humble Staff, Cafe, Fresh Food, Good Quality, Taste",300
JK Fish Land,"north indian, seafood, chinese","Jayanagar, Bangalore",Opens at 7pm,"508, Ground Floor, 2nd Main Road, 14th Cross, KR Road, Shashtri Nagar, Jayanagar, Bangalore",1,1,1,0,3.5,39,3.7,811,,,,350
Legends Cafe,"fast food, street food, desserts, shake, beverages, sandwich, mexican","Vijay Nagar, Bangalore",12noon – 10pm (Today),"Door 91, 60 Feet Road, Vijay Nagar, Bangalore",1,1,1,0,3.9,89,3.6,328,,"White Sauce Pasta, Brownie, Momos, Sauce, Pizza","Cafe, Student Crowd, Food Presentation, Customizable Food, Elaborate Menu, Worth the Money",300
Dal Tadkaa,"north indian, rajasthani, chinese, biryani, desserts, beverages","Banashankari, Bangalore","11am – 3:30pm, 6pm – 11pm (Today)","1, 3rd Stage, Kathriguppe Circle, Banashankari, Bangalore",1,1,1,1,2.4,266,3.8,884,,,"Peaceful Ambience, Decor, Management, Tasty Food, Ambiance, Good Place",800
White Horse,"north indian, chinese, mughlai","JP Nagar, Bangalore","11:30am – 3:45pm, 6:30pm – 10:45pm (Today)","724, 24th Main, 6th Phase, JP Nagar, Bangalore",1,1,1,0,3.7,207,3.9,162,,,"Decent Place, Reasonable Price, Tasty Food, Good Food, Staff, Value for Money",400
Siri Veg,south indian,"Rajarajeshwari Nagar, Bangalore",Opens at 7pm,"1617, Ground Floor, 1st Phase, BEML Layout, H V Halli, Rajarajeshwari Nagar, Bangalore",1,1,0,1,3.6,5,3.7,31,,,,200
Stories Bar & Kitchen,"bar food, chinese, fast food, north indian, italian, beverages, bbq","Rajarajeshwari Nagar, Bangalore",12noon – 1am (Today),"Site 414 - 415, Vaddarapalya Village, 5th Stage, Opposite Mantri Alpyne Apartment, Rajarajeshwari Nagar, Bangalore",1,1,1,0,4.3,1087,3.6,177,,"Tandoori Chicken, Cocktails, Nachos, Platter, Drinks, Beer","Quick Serving, Employee, Recommend Place, Ambience was Super Cool, Nice Concept, Very Affordable",1500
Roll Magic Fast Food,rolls,"Banashankari, Bangalore",12noon – 9:30pm (Today),"Shop 1, 5th Cross Road, Dwaraka Nagar, Near PES University, Banashankari, Bangalore",1,1,1,0,3.6,18,4.0,154,,,,200
Cafe Del Sol,"fast food, burger, pizza, sandwich, chinese, coffee, desserts, beverages","Nagarbhavi, Bangalore",11am – 10pm (Today),"18, 5th Cross, 14th Block, 2nd Stage, Nagarbhavi, Bangalore",1,1,1,0,4.1,401,4.0,2749,,"Mix Sause Pasta, Cheese Burger Combo, Mexican Cheese Fries, Roasted Chicken Pizza, Irish Cold Coffee, Arabiata Pasta","Best Food for Best Price, Delivery Services, Worth the Price, Best Services, Pocket Friendly, On Time Delivery",600
Raj Mess,"north indian, chinese, fast food, rolls, street food, beverages","Rajarajeshwari Nagar, Bangalore",11am – 12midnight (Today),"Near RNS IT College, Channasandra, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.7,33,4.1,1665,,,"Student Crowd, Fresh Food, Good Quality, Quantity",250
Utsav Restaurant,"north indian, chinese","Banashankari, Bangalore",9:30am – 10:30pm (Today),"38/A, Mount Joy Road, Hanumanthnagar, Near BMS College, Banashankari, Bangalore",1,1,1,1,3.6,87,3.8,1933,,,"Cute Little Place, Ambience, Food, Taste",500
Addiction,"american, italian, mexican, goan","Vijay Nagar, Bangalore","9:30am – 3pm, 5pm – 10pm (Today)","36/2, Attiguppe, West Of Cord Road, Opposite Metro Pillar 354, Vijay Nagar, Bangalore",1,1,1,0,3.6,41,4.0,1825,,,"Customizable Food, Best Food under Best Budget, Elaborate Menu, Good Taste, Fresh Food, Packaging",500
Sri Maruthi Nati Style,"south indian, north indian, biryani","Vijay Nagar, Bangalore","8am – 4pm, 6pm – 10:30pm (Today)","Shantha Complex, 80 Feet Road, 2nd Block, 1st Stage, Nagarbhavi, Vijay Nagar, Bangalore",1,1,1,0,3.4,27,3.7,755,,,,300
Mane Ruchi's Palate Restaurant,"north indian, chinese, beverages, desserts, fast food","Nagarbhavi, Bangalore","12noon – 3:30pm, 6pm – 10:30pm (Today)","139, Nagarbhavi Circle, Nagarbhavi, Bangalore",1,1,1,0,4.0,396,4.1,2107,,"Alfam Chicken, Bbq, Grilled Chicken, Butter Chicken, Tandoori Chicken, Rolls","Decent Place, Good Ambience, Tasty Food, Flavour, Good Place, Good Food",650
Sangam Military Hotel,south indian,"Jayanagar, Bangalore",Opens at 7pm,"528/A, 14th Cross, Shastri Nagar Main Road, Jayanagar, Bangalore",1,1,1,0,3.2,28,4.1,369,,,,400
